transaction_id,source,campaign,influencer_id,user_id,product,date,orders,revenue
HKT-10922,organic_search,Q4-2023-All-Brands,,HKU-45579,BCAA Pro,2025-05-09,1,2905.47
HKT-10923,influencer_campaign,Q4-2023-All-Brands,HKI-1002,HKU-26627,Creatine Monohydrate,2025-06-14,1,3033.26
HKT-10924,organic_search,Q4-2023-All-Brands,,HKU-29461,Skin Radiance Collagen,2025-06-14,1,2434.38
HKT-10925,direct,Q4-2023-All-Brands,,HKU-17103,Multivitamin,2025-07-06,1,3010.21
HKT-10926,organic_search,Q4-2023-All-Brands,,HKU-25183,Skin Radiance Collagen,2025-05-08,1,925.33
HKT-10927,organic_search,Q4-2023-All-Brands,,HKU-13613,BCAA Pro,2025-07-15,1,594.18
HKT-10928,influencer_campaign,Q4-2023-All-Brands,HKI-1003,HKU-48348,Fish Oil,2025-07-04,1,3034.71
HKT-10929,organic_search,Q4-2023-All-Brands,,HKU-24479,BCAA Pro,2025-04-28,1,2412.95
HKT-10930,organic_search,Q4-2023-All-Brands,,HKU-25414,SuperMilk for Kids,2025-04-29,1,2447.75
HKT-10931,influencer_campaign,Q4-2023-All-Brands,HKI-1026,HKU-47734,Active Teen Whey,2025-05-30,1,3895.32
HKT-10932,influencer_campaign,Q4-2023-All-Brands,HKI-1015,HKU-39659,Biozyme Whey,2025-05-02,1,3855.77
HKT-10933,organic_search,Q4-2023-All-Brands,,HKU-14444,Active Teen Whey,2025-07-08,1,3353.35
HKT-10934,organic_search,Q4-2023-All-Brands,,HKU-13119,SuperMilk for Kids,2025-05-24,1,2232.81
HKT-10935,influencer_campaign,Q4-2023-All-Brands,HKI-1006,HKU-41054,BCAA Pro,2025-07-07,1,3845.53
HKT-10936,organic_search,Q4-2023-All-Brands,,HKU-30926,Creatine Monohydrate,2025-07-09,1,1320.07
HKT-10937,organic_search,Q4-2023-All-Brands,,HKU-21166,Creatine Monohydrate,2025-06-05,1,1776.24
HKT-10938,organic_search,Q4-2023-All-Brands,,HKU-37165,Skin Radiance Collagen,2025-07-13,1,3305.84
HKT-10939,direct,Q4-2023-All-Brands,,HKU-47518,Biozyme Whey,2025-05-14,1,2561.11
HKT-10940,organic_search,Q4-2023-All-Brands,,HKU-16803,Biozyme Whey,2025-04-30,1,3867.77
HKT-10941,influencer_campaign,Q4-2023-All-Brands,HKI-1002,HKU-35562,Creatine Monohydrate,2025-07-13,1,3414.48
HKT-10942,organic_search,Q4-2023-All-Brands,,HKU-26207,SuperMilk for Kids,2025-05-10,1,1398.08
HKT-10943,organic_search,Q4-2023-All-Brands,,HKU-44260,Fish Oil,2025-07-16,1,3575.43
HKT-10944,influencer_campaign,Q4-2023-All-Brands,HKI-1049,HKU-35681,BCAA Pro,2025-07-01,1,1808.64
HKT-10945,influencer_campaign,Q4-2023-All-Brands,HKI-1018,HKU-19807,BCAA Pro,2025-05-20,1,3662.57
HKT-10946,organic_search,Q4-2023-All-Brands,,HKU-13639,Creatine Monohydrate,2025-06-21,1,1193.01
HKT-10947,organic_search,Q4-2023-All-Brands,,HKU-44552,BCAA Pro,2025-06-21,1,3158.02
HKT-10948,direct,Q4-2023-All-Brands,,HKU-46143,Multivitamin,2025-05-19,1,1864.59
HKT-10949,influencer_campaign,Q4-2023-All-Brands,HKI-1014,HKU-21571,SuperMilk for Kids,2025-04-26,1,2514.77
HKT-10950,organic_search,Q4-2023-All-Brands,,HKU-14125,Biozyme Whey,2025-06-12,1,3935.11
HKT-10951,organic_search,Q4-2023-All-Brands,,HKU-37645,Active Teen Whey,2025-06-03,1,3070.87
HKT-10952,influencer_campaign,Q4-2023-All-Brands,HKI-1027,HKU-17740,BCAA Pro,2025-05-09,1,907.57
HKT-10953,influencer_campaign,Q4-2023-All-Brands,HKI-1039,HKU-49317,Fish Oil,2025-06-01,1,2899.55
HKT-10954,organic_search,Q4-2023-All-Brands,,HKU-17332,SuperMilk for Kids,2025-07-07,1,885.35
HKT-10955,organic_search,Q4-2023-All-Brands,,HKU-28397,Multivitamin,2025-06-08,1,3989.0
HKT-10956,organic_search,Q4-2023-All-Brands,,HKU-20697,Skin Radiance Collagen,2025-06-07,1,2552.69
HKT-10957,influencer_campaign,Q4-2023-All-Brands,HKI-1009,HKU-15740,Multivitamin,2025-06-16,1,3336.38
HKT-10958,direct,Q4-2023-All-Brands,,HKU-25303,Creatine Monohydrate,2025-05-05,1,610.58
HKT-10959,influencer_campaign,Q4-2023-All-Brands,HKI-1034,HKU-35960,Biozyme Whey,2025-04-27,1,789.0
HKT-10960,organic_search,Q4-2023-All-Brands,,HKU-12635,Creatine Monohydrate,2025-06-09,1,610.73
HKT-10961,organic_search,Q4-2023-All-Brands,,HKU-12242,Fish Oil,2025-05-17,1,1148.02
HKT-10962,organic_search,Q4-2023-All-Brands,,HKU-42437,BCAA Pro,2025-05-19,1,2836.21
HKT-10963,organic_search,Q4-2023-All-Brands,,HKU-16503,Active Teen Whey,2025-07-07,1,749.27
HKT-10964,organic_search,Q4-2023-All-Brands,,HKU-46897,Creatine Monohydrate,2025-07-14,1,1523.93
HKT-10965,influencer_campaign,Q4-2023-All-Brands,HKI-1036,HKU-18577,Creatine Monohydrate,2025-06-29,1,2838.13
HKT-10966,influencer_campaign,Q4-2023-All-Brands,HKI-1001,HKU-20702,SuperMilk for Kids,2025-05-17,1,3171.75
HKT-10967,organic_search,Q4-2023-All-Brands,,HKU-29955,BCAA Pro,2025-07-09,1,3359.69
HKT-10968,organic_search,Q4-2023-All-Brands,,HKU-33946,Creatine Monohydrate,2025-07-15,1,864.72
HKT-10969,organic_search,Q4-2023-All-Brands,,HKU-13916,Skin Radiance Collagen,2025-05-25,1,2955.1
HKT-10970,influencer_campaign,Q4-2023-All-Brands,HKI-1008,HKU-22929,Biozyme Whey,2025-06-15,1,2204.57
HKT-10971,direct,Q4-2023-All-Brands,,HKU-22265,SuperMilk for Kids,2025-06-02,1,1094.35
HKT-10972,direct,Q4-2023-All-Brands,,HKU-41602,Active Teen Whey,2025-04-27,1,783.08
HKT-10973,organic_search,Q4-2023-All-Brands,,HKU-44241,Multivitamin,2025-05-20,1,2056.03
HKT-10974,organic_search,Q4-2023-All-Brands,,HKU-20037,Creatine Monohydrate,2025-05-14,1,1122.06
HKT-10975,organic_search,Q4-2023-All-Brands,,HKU-45175,Skin Radiance Collagen,2025-05-10,1,701.91
HKT-10976,organic_search,Q4-2023-All-Brands,,HKU-32368,Active Teen Whey,2025-04-23,1,3300.36
HKT-10977,direct,Q4-2023-All-Brands,,HKU-40936,Fish Oil,2025-05-12,1,3939.0
HKT-10978,organic_search,Q4-2023-All-Brands,,HKU-33677,Biozyme Whey,2025-06-06,1,1984.77
HKT-10979,influencer_campaign,Q4-2023-All-Brands,HKI-1041,HKU-39289,Multivitamin,2025-05-29,1,1897.25
HKT-10980,organic_search,Q4-2023-All-Brands,,HKU-17745,SuperMilk for Kids,2025-06-20,1,3756.69
HKT-10981,organic_search,Q4-2023-All-Brands,,HKU-20041,Active Teen Whey,2025-04-23,1,2100.66
HKT-10982,organic_search,Q4-2023-All-Brands,,HKU-26635,Skin Radiance Collagen,2025-06-22,1,3628.11
HKT-10983,influencer_campaign,Q4-2023-All-Brands,HKI-1003,HKU-45470,Skin Radiance Collagen,2025-07-03,1,533.37
HKT-10984,organic_search,Q4-2023-All-Brands,,HKU-25418,Fish Oil,2025-05-21,1,2084.96
HKT-10985,influencer_campaign,Q4-2023-All-Brands,HKI-1050,HKU-24110,Creatine Monohydrate,2025-06-15,1,3195.2
HKT-10986,organic_search,Q4-2023-All-Brands,,HKU-25355,BCAA Pro,2025-04-22,1,2194.61
HKT-10987,influencer_campaign,Q4-2023-All-Brands,HKI-1013,HKU-25693,Biozyme Whey,2025-05-24,1,2315.66
HKT-10988,organic_search,Q4-2023-All-Brands,,HKU-30412,BCAA Pro,2025-06-14,1,3400.64
HKT-10989,organic_search,Q4-2023-All-Brands,,HKU-38613,Creatine Monohydrate,2025-07-04,1,1581.57
HKT-10990,influencer_campaign,Q4-2023-All-Brands,HKI-1040,HKU-47949,SuperMilk for Kids,2025-04-28,1,2264.96
HKT-10991,influencer_campaign,Q4-2023-All-Brands,HKI-1016,HKU-11578,Skin Radiance Collagen,2025-05-13,1,3531.0
HKT-10992,organic_search,Q4-2023-All-Brands,,HKU-47941,BCAA Pro,2025-06-28,1,3583.68
HKT-10993,organic_search,Q4-2023-All-Brands,,HKU-38821,Biozyme Whey,2025-04-27,1,1371.3
HKT-10994,organic_search,Q4-2023-All-Brands,,HKU-45240,SuperMilk for Kids,2025-07-09,1,3532.31
HKT-10995,organic_search,Q4-2023-All-Brands,,HKU-44668,Active Teen Whey,2025-05-02,1,1733.92
HKT-10996,direct,Q4-2023-All-Brands,,HKU-27994,Multivitamin,2025-05-11,1,1397.08
HKT-10997,organic_search,Q4-2023-All-Brands,,HKU-24095,BCAA Pro,2025-05-17,1,2795.3
HKT-10998,influencer_campaign,Q4-2023-All-Brands,HKI-1041,HKU-38495,Creatine Monohydrate,2025-07-16,1,2219.73
HKT-10999,organic_search,Q4-2023-All-Brands,,HKU-27122,SuperMilk for Kids,2025-06-20,1,3211.85
HKT-11000,influencer_campaign,Q4-2023-All-Brands,HKI-1021,HKU-10895,Creatine Monohydrate,2025-05-11,1,785.35
HKT-11001,organic_search,Q4-2023-All-Brands,,HKU-44041,BCAA Pro,2025-04-28,1,2357.49
HKT-11002,influencer_campaign,Q4-2023-All-Brands,HKI-1024,HKU-25046,Biozyme Whey,2025-06-14,1,1354.41
HKT-11003,direct,Q4-2023-All-Brands,,HKU-30157,Multivitamin,2025-05-18,1,1649.23
HKT-11004,organic_search,Q4-2023-All-Brands,,HKU-37492,Active Teen Whey,2025-05-31,1,804.23
HKT-11005,organic_search,Q4-2023-All-Brands,,HKU-47176,Multivitamin,2025-05-30,1,866.48
HKT-11006,organic_search,Q4-2023-All-Brands,,HKU-37916,Fish Oil,2025-07-06,1,1237.89
HKT-11007,direct,Q4-2023-All-Brands,,HKU-36033,SuperMilk for Kids,2025-05-12,1,2042.52
HKT-11008,influencer_campaign,Q4-2023-All-Brands,HKI-1016,HKU-10914,SuperMilk for Kids,2025-05-19,1,746.37
HKT-11009,organic_search,Q4-2023-All-Brands,,HKU-18090,Fish Oil,2025-05-18,1,3056.46
HKT-11010,organic_search,Q4-2023-All-Brands,,HKU-37294,SuperMilk for Kids,2025-07-13,1,3848.57
HKT-11011,organic_search,Q4-2023-All-Brands,,HKU-40818,BCAA Pro,2025-06-24,1,2986.23
HKT-11012,influencer_campaign,Q4-2023-All-Brands,HKI-1033,HKU-34544,Fish Oil,2025-06-14,1,3403.19
HKT-11013,organic_search,Q4-2023-All-Brands,,HKU-38135,SuperMilk for Kids,2025-05-30,1,3512.03
HKT-11014,organic_search,Q4-2023-All-Brands,,HKU-24038,BCAA Pro,2025-05-30,1,3534.61
HKT-11015,direct,Q4-2023-All-Brands,,HKU-11637,Creatine Monohydrate,2025-06-14,1,2029.64
HKT-11016,organic_search,Q4-2023-All-Brands,,HKU-43318,Skin Radiance Collagen,2025-07-15,1,2716.79
HKT-11017,influencer_campaign,Q4-2023-All-Brands,HKI-1011,HKU-32657,Fish Oil,2025-04-27,1,3105.04
HKT-11018,organic_search,Q4-2023-All-Brands,,HKU-17632,Skin Radiance Collagen,2025-05-27,1,750.18
HKT-11019,organic_search,Q4-2023-All-Brands,,HKU-41087,BCAA Pro,2025-05-19,1,3118.11
HKT-11020,influencer_campaign,Q4-2023-All-Brands,HKI-1036,HKU-41384,BCAA Pro,2025-05-23,1,502.01
HKT-11021,influencer_campaign,Q4-2023-All-Brands,HKI-1028,HKU-36526,Biozyme Whey,2025-07-13,1,1698.06
HKT-11022,organic_search,Q4-2023-All-Brands,,HKU-38644,Fish Oil,2025-05-24,1,785.94
HKT-11023,organic_search,Q4-2023-All-Brands,,HKU-27197,SuperMilk for Kids,2025-07-16,1,520.16
HKT-11024,influencer_campaign,Q4-2023-All-Brands,HKI-1017,HKU-37557,Creatine Monohydrate,2025-04-22,1,3623.64
HKT-11025,influencer_campaign,Q4-2023-All-Brands,HKI-1050,HKU-12517,Fish Oil,2025-07-04,1,2059.1
HKT-11026,organic_search,Q4-2023-All-Brands,,HKU-31306,Skin Radiance Collagen,2025-04-29,1,3480.07
HKT-11027,organic_search,Q4-2023-All-Brands,,HKU-44693,Biozyme Whey,2025-06-01,1,1610.73
HKT-11028,organic_search,Q4-2023-All-Brands,,HKU-22783,Skin Radiance Collagen,2025-07-11,1,2078.72
HKT-11029,organic_search,Q4-2023-All-Brands,,HKU-37045,Creatine Monohydrate,2025-07-08,1,3599.54
HKT-11030,organic_search,Q4-2023-All-Brands,,HKU-16113,Fish Oil,2025-04-22,1,2247.92
HKT-11031,organic_search,Q4-2023-All-Brands,,HKU-37517,Fish Oil,2025-06-27,1,803.96
HKT-11032,influencer_campaign,Q4-2023-All-Brands,HKI-1048,HKU-47125,Creatine Monohydrate,2025-06-02,1,1061.68
HKT-11033,influencer_campaign,Q4-2023-All-Brands,HKI-1012,HKU-13130,Active Teen Whey,2025-05-18,1,3635.64
HKT-11034,organic_search,Q4-2023-All-Brands,,HKU-17251,SuperMilk for Kids,2025-05-04,1,2127.08
HKT-11035,influencer_campaign,Q4-2023-All-Brands,HKI-1027,HKU-15220,Skin Radiance Collagen,2025-06-26,1,1700.43
HKT-11036,influencer_campaign,Q4-2023-All-Brands,HKI-1032,HKU-25208,Creatine Monohydrate,2025-06-28,1,1856.57
HKT-11037,organic_search,Q4-2023-All-Brands,,HKU-28528,Biozyme Whey,2025-06-22,1,1563.76
HKT-11038,organic_search,Q4-2023-All-Brands,,HKU-23274,Fish Oil,2025-07-02,1,2197.55
HKT-11039,organic_search,Q4-2023-All-Brands,,HKU-46414,SuperMilk for Kids,2025-04-25,1,3191.76
HKT-11040,organic_search,Q4-2023-All-Brands,,HKU-35982,BCAA Pro,2025-06-02,1,721.89
HKT-11041,direct,Q4-2023-All-Brands,,HKU-19777,BCAA Pro,2025-07-09,1,2575.77
HKT-11042,direct,Q4-2023-All-Brands,,HKU-33522,BCAA Pro,2025-06-05,1,3694.27
HKT-11043,organic_search,Q4-2023-All-Brands,,HKU-31494,Active Teen Whey,2025-05-16,1,3163.31
HKT-11044,organic_search,Q4-2023-All-Brands,,HKU-40739,Biozyme Whey,2025-05-15,1,3894.1
HKT-11045,organic_search,Q4-2023-All-Brands,,HKU-26391,SuperMilk for Kids,2025-06-13,1,2483.85
HKT-11046,organic_search,Q4-2023-All-Brands,,HKU-35543,BCAA Pro,2025-06-18,1,1656.32
HKT-11047,direct,Q4-2023-All-Brands,,HKU-31348,Active Teen Whey,2025-06-19,1,3856.26
HKT-11048,influencer_campaign,Q4-2023-All-Brands,HKI-1026,HKU-44516,Multivitamin,2025-07-11,1,1539.39
HKT-11049,influencer_campaign,Q4-2023-All-Brands,HKI-1013,HKU-47423,SuperMilk for Kids,2025-05-23,1,1490.6
HKT-11050,organic_search,Q4-2023-All-Brands,,HKU-26374,Biozyme Whey,2025-05-05,1,3763.02
HKT-11051,influencer_campaign,Q4-2023-All-Brands,HKI-1036,HKU-24699,BCAA Pro,2025-06-07,1,2587.77
HKT-11052,organic_search,Q4-2023-All-Brands,,HKU-38905,Fish Oil,2025-05-21,1,3800.67
HKT-11053,direct,Q4-2023-All-Brands,,HKU-36887,SuperMilk for Kids,2025-07-20,1,2683.57
HKT-11054,organic_search,Q4-2023-All-Brands,,HKU-42798,Multivitamin,2025-06-08,1,1033.41
HKT-11055,organic_search,Q4-2023-All-Brands,,HKU-40762,Active Teen Whey,2025-05-18,1,3314.69
HKT-11056,influencer_campaign,Q4-2023-All-Brands,HKI-1015,HKU-29781,SuperMilk for Kids,2025-06-12,1,3184.6
HKT-11057,organic_search,Q4-2023-All-Brands,,HKU-46472,Creatine Monohydrate,2025-06-24,1,2334.69
HKT-11058,influencer_campaign,Q4-2023-All-Brands,HKI-1018,HKU-48309,Skin Radiance Collagen,2025-06-13,1,1855.13
HKT-11059,organic_search,Q4-2023-All-Brands,,HKU-11429,Active Teen Whey,2025-05-16,1,3004.74
HKT-11060,organic_search,Q4-2023-All-Brands,,HKU-46101,Fish Oil,2025-04-24,1,3582.54
HKT-11061,influencer_campaign,Q4-2023-All-Brands,HKI-1020,HKU-43885,Multivitamin,2025-06-20,1,1742.14
HKT-11062,organic_search,Q4-2023-All-Brands,,HKU-31027,Active Teen Whey,2025-06-08,1,2347.73
HKT-11063,influencer_campaign,Q4-2023-All-Brands,HKI-1026,HKU-13184,BCAA Pro,2025-06-30,1,2907.43
HKT-11064,influencer_campaign,Q4-2023-All-Brands,HKI-1002,HKU-42609,SuperMilk for Kids,2025-07-13,1,1230.42
HKT-11065,influencer_campaign,Q4-2023-All-Brands,HKI-1021,HKU-40368,Creatine Monohydrate,2025-06-09,1,2657.55
HKT-11066,direct,Q4-2023-All-Brands,,HKU-32648,Biozyme Whey,2025-05-17,1,1418.98
HKT-11067,organic_search,Q4-2023-All-Brands,,HKU-14545,Fish Oil,2025-05-28,1,2107.42
HKT-11068,influencer_campaign,Q4-2023-All-Brands,HKI-1030,HKU-28894,Biozyme Whey,2025-05-18,1,824.88
HKT-11069,direct,Q4-2023-All-Brands,,HKU-18223,Multivitamin,2025-05-04,1,2231.81
HKT-11070,organic_search,Q4-2023-All-Brands,,HKU-14440,Active Teen Whey,2025-05-31,1,3104.57
HKT-11071,organic_search,Q4-2023-All-Brands,,HKU-15031,Fish Oil,2025-07-12,1,2501.35
HKT-11072,organic_search,Q4-2023-All-Brands,,HKU-42421,Creatine Monohydrate,2025-05-07,1,3301.54
HKT-11073,direct,Q4-2023-All-Brands,,HKU-29175,Active Teen Whey,2025-04-26,1,733.79
HKT-11074,organic_search,Q4-2023-All-Brands,,HKU-11778,BCAA Pro,2025-05-07,1,1209.53
HKT-11075,organic_search,Q4-2023-All-Brands,,HKU-35729,BCAA Pro,2025-05-09,1,1906.58
HKT-11076,organic_search,Q4-2023-All-Brands,,HKU-25633,SuperMilk for Kids,2025-06-05,1,2437.96
HKT-11077,influencer_campaign,Q4-2023-All-Brands,HKI-1032,HKU-36664,Fish Oil,2025-07-12,1,664.25
HKT-11078,influencer_campaign,Q4-2023-All-Brands,HKI-1011,HKU-45832,Skin Radiance Collagen,2025-06-28,1,2071.5
HKT-11079,organic_search,Q4-2023-All-Brands,,HKU-18556,Active Teen Whey,2025-04-25,1,1523.15
HKT-11080,organic_search,Q4-2023-All-Brands,,HKU-19151,SuperMilk for Kids,2025-06-12,1,3590.23
HKT-11081,organic_search,Q4-2023-All-Brands,,HKU-23104,Fish Oil,2025-07-17,1,721.4
HKT-11082,influencer_campaign,Q4-2023-All-Brands,HKI-1010,HKU-43009,Creatine Monohydrate,2025-06-09,1,2522.22
HKT-11083,influencer_campaign,Q4-2023-All-Brands,HKI-1014,HKU-40616,BCAA Pro,2025-06-18,1,1506.16
HKT-11084,direct,Q4-2023-All-Brands,,HKU-27753,BCAA Pro,2025-06-28,1,3228.1
HKT-11085,direct,Q4-2023-All-Brands,,HKU-43543,Biozyme Whey,2025-05-21,1,2201.22
HKT-11086,organic_search,Q4-2023-All-Brands,,HKU-19255,Biozyme Whey,2025-06-07,1,1120.77
HKT-11087,direct,Q4-2023-All-Brands,,HKU-18353,Biozyme Whey,2025-06-09,1,2089.23
HKT-11088,organic_search,Q4-2023-All-Brands,,HKU-42969,Creatine Monohydrate,2025-06-22,1,3487.56
HKT-11089,organic_search,Q4-2023-All-Brands,,HKU-41808,Fish Oil,2025-06-18,1,2450.92
HKT-11090,organic_search,Q4-2023-All-Brands,,HKU-12673,Active Teen Whey,2025-06-14,1,2341.0
HKT-11091,organic_search,Q4-2023-All-Brands,,HKU-18309,Fish Oil,2025-06-15,1,1734.42
HKT-11092,organic_search,Q4-2023-All-Brands,,HKU-45720,Multivitamin,2025-06-03,1,1098.24
HKT-11093,organic_search,Q4-2023-All-Brands,,HKU-39314,Multivitamin,2025-05-14,1,1980.74
HKT-11094,direct,Q4-2023-All-Brands,,HKU-18299,BCAA Pro,2025-06-14,1,1269.75
HKT-11095,organic_search,Q4-2023-All-Brands,,HKU-10904,Creatine Monohydrate,2025-04-26,1,1948.51
HKT-11096,organic_search,Q4-2023-All-Brands,,HKU-30840,Biozyme Whey,2025-04-29,1,723.45
HKT-11097,organic_search,Q4-2023-All-Brands,,HKU-22214,Biozyme Whey,2025-06-23,1,2120.05
HKT-11098,organic_search,Q4-2023-All-Brands,,HKU-21668,Active Teen Whey,2025-05-27,1,1498.28
HKT-11099,influencer_campaign,Q4-2023-All-Brands,HKI-1017,HKU-12120,Multivitamin,2025-05-20,1,3213.02
HKT-11100,organic_search,Q4-2023-All-Brands,,HKU-34256,Creatine Monohydrate,2025-05-30,1,3652.47
HKT-11101,organic_search,Q4-2023-All-Brands,,HKU-14933,Active Teen Whey,2025-06-26,1,1325.98
HKT-11102,organic_search,Q4-2023-All-Brands,,HKU-29140,Fish Oil,2025-07-16,1,2109.1
HKT-11103,organic_search,Q4-2023-All-Brands,,HKU-41182,Creatine Monohydrate,2025-04-23,1,1227.15
HKT-11104,direct,Q4-2023-All-Brands,,HKU-28765,Fish Oil,2025-07-06,1,3084.24
HKT-11105,organic_search,Q4-2023-All-Brands,,HKU-12573,SuperMilk for Kids,2025-07-08,1,1604.88
HKT-11106,organic_search,Q4-2023-All-Brands,,HKU-45590,Skin Radiance Collagen,2025-05-06,1,3813.42
HKT-11107,direct,Q4-2023-All-Brands,,HKU-37963,BCAA Pro,2025-06-18,1,525.9
HKT-11108,organic_search,Q4-2023-All-Brands,,HKU-12760,SuperMilk for Kids,2025-05-04,1,3695.55
HKT-11109,organic_search,Q4-2023-All-Brands,,HKU-43842,Active Teen Whey,2025-05-07,1,3728.5
HKT-11110,influencer_campaign,Q4-2023-All-Brands,HKI-1001,HKU-41319,Active Teen Whey,2025-07-03,1,3584.64
HKT-11111,organic_search,Q4-2023-All-Brands,,HKU-46755,Creatine Monohydrate,2025-05-17,1,1649.38
HKT-11112,organic_search,Q4-2023-All-Brands,,HKU-18937,Creatine Monohydrate,2025-05-19,1,2606.23
HKT-11113,organic_search,Q4-2023-All-Brands,,HKU-12100,Fish Oil,2025-07-13,1,1927.83
HKT-11114,direct,Q4-2023-All-Brands,,HKU-21824,SuperMilk for Kids,2025-06-26,1,2015.62
HKT-11115,influencer_campaign,Q4-2023-All-Brands,HKI-1043,HKU-21011,Multivitamin,2025-05-19,1,2933.96
HKT-11116,organic_search,Q4-2023-All-Brands,,HKU-31514,Active Teen Whey,2025-04-30,1,1286.41
HKT-11117,organic_search,Q4-2023-All-Brands,,HKU-34531,Fish Oil,2025-07-19,1,2100.67
HKT-11118,organic_search,Q4-2023-All-Brands,,HKU-41269,SuperMilk for Kids,2025-05-29,1,2300.17
HKT-11119,influencer_campaign,Q4-2023-All-Brands,HKI-1014,HKU-39348,Multivitamin,2025-06-23,1,2105.95
HKT-11120,organic_search,Q4-2023-All-Brands,,HKU-24185,BCAA Pro,2025-05-02,1,2100.9
HKT-11121,organic_search,Q4-2023-All-Brands,,HKU-39732,Skin Radiance Collagen,2025-06-12,1,1728.07
HKT-11122,influencer_campaign,Q4-2023-All-Brands,HKI-1003,HKU-25062,Fish Oil,2025-05-31,1,1995.81
HKT-11123,influencer_campaign,Q4-2023-All-Brands,HKI-1030,HKU-25045,Active Teen Whey,2025-07-04,1,2060.29
HKT-11124,organic_search,Q4-2023-All-Brands,,HKU-15672,Active Teen Whey,2025-07-18,1,537.13
HKT-11125,organic_search,Q4-2023-All-Brands,,HKU-42936,SuperMilk for Kids,2025-05-27,1,1067.55
HKT-11126,organic_search,Q4-2023-All-Brands,,HKU-18323,Active Teen Whey,2025-06-07,1,2037.33
HKT-11127,organic_search,Q4-2023-All-Brands,,HKU-25210,Biozyme Whey,2025-06-22,1,1684.88
HKT-11128,organic_search,Q4-2023-All-Brands,,HKU-34681,Biozyme Whey,2025-07-06,1,2600.84
HKT-11129,influencer_campaign,Q4-2023-All-Brands,HKI-1012,HKU-39386,Multivitamin,2025-07-02,1,2503.52
HKT-11130,influencer_campaign,Q4-2023-All-Brands,HKI-1024,HKU-36354,Skin Radiance Collagen,2025-07-02,1,3153.47
HKT-11131,organic_search,Q4-2023-All-Brands,,HKU-18213,Creatine Monohydrate,2025-06-04,1,577.84
HKT-11132,organic_search,Q4-2023-All-Brands,,HKU-30529,SuperMilk for Kids,2025-05-10,1,2322.99
HKT-11133,organic_search,Q4-2023-All-Brands,,HKU-44888,SuperMilk for Kids,2025-06-10,1,2594.42
HKT-11134,organic_search,Q4-2023-All-Brands,,HKU-14667,Active Teen Whey,2025-06-08,1,3799.72
HKT-11135,influencer_campaign,Q4-2023-All-Brands,HKI-1036,HKU-35664,Creatine Monohydrate,2025-05-02,1,2508.61
HKT-11136,influencer_campaign,Q4-2023-All-Brands,HKI-1035,HKU-13471,Creatine Monohydrate,2025-04-24,1,1405.49
HKT-11137,organic_search,Q4-2023-All-Brands,,HKU-40812,SuperMilk for Kids,2025-05-24,1,1273.37
HKT-11138,direct,Q4-2023-All-Brands,,HKU-10739,Biozyme Whey,2025-06-07,1,805.33
HKT-11139,influencer_campaign,Q4-2023-All-Brands,HKI-1010,HKU-14265,Active Teen Whey,2025-05-18,1,3114.71
HKT-11140,influencer_campaign,Q4-2023-All-Brands,HKI-1002,HKU-28913,Multivitamin,2025-05-16,1,1616.26
HKT-11141,organic_search,Q4-2023-All-Brands,,HKU-25952,Biozyme Whey,2025-07-04,1,1191.63
HKT-11142,organic_search,Q4-2023-All-Brands,,HKU-29394,Biozyme Whey,2025-07-14,1,2175.59
HKT-11143,organic_search,Q4-2023-All-Brands,,HKU-13522,Fish Oil,2025-07-12,1,3755.53
HKT-11144,organic_search,Q4-2023-All-Brands,,HKU-13267,SuperMilk for Kids,2025-04-24,1,747.92
HKT-11145,organic_search,Q4-2023-All-Brands,,HKU-17106,SuperMilk for Kids,2025-06-26,1,1967.93
HKT-11146,organic_search,Q4-2023-All-Brands,,HKU-19081,BCAA Pro,2025-07-04,1,3622.83
HKT-11147,organic_search,Q4-2023-All-Brands,,HKU-13858,Active Teen Whey,2025-05-01,1,2735.24
HKT-11148,influencer_campaign,Q4-2023-All-Brands,HKI-1020,HKU-25585,BCAA Pro,2025-07-05,1,1109.37
HKT-11149,organic_search,Q4-2023-All-Brands,,HKU-11870,Skin Radiance Collagen,2025-07-13,1,1401.29
HKT-11150,organic_search,Q4-2023-All-Brands,,HKU-29849,Fish Oil,2025-06-28,1,3114.86
HKT-11151,direct,Q4-2023-All-Brands,,HKU-15993,Skin Radiance Collagen,2025-06-07,1,3981.87
HKT-11152,organic_search,Q4-2023-All-Brands,,HKU-24508,SuperMilk for Kids,2025-07-10,1,659.94
HKT-11153,organic_search,Q4-2023-All-Brands,,HKU-47231,Active Teen Whey,2025-04-25,1,759.14
HKT-11154,direct,Q4-2023-All-Brands,,HKU-16559,Fish Oil,2025-04-27,1,3763.16
HKT-11155,direct,Q4-2023-All-Brands,,HKU-41114,Active Teen Whey,2025-04-29,1,1438.38
HKT-11156,direct,Q4-2023-All-Brands,,HKU-23173,Skin Radiance Collagen,2025-07-20,1,3994.02
HKT-11157,organic_search,Q4-2023-All-Brands,,HKU-42625,Skin Radiance Collagen,2025-06-29,1,3046.8
HKT-11158,influencer_campaign,Q4-2023-All-Brands,HKI-1010,HKU-23524,SuperMilk for Kids,2025-06-14,1,2833.18
HKT-11159,influencer_campaign,Q4-2023-All-Brands,HKI-1029,HKU-47342,Biozyme Whey,2025-06-02,1,3190.68
HKT-11160,organic_search,Q4-2023-All-Brands,,HKU-28234,BCAA Pro,2025-06-13,1,3137.75
